dataset,metric,index,value_ms
synthetic-large-17281,chart-warm-ui-cpu,10,17.5617
synthetic-large-17281,chart-warm-ui-cpu,11,37.4279
synthetic-large-17281,chart-warm-ui-cpu,12,18.8265
synthetic-large-17281,chart-warm-ui-cpu,13,16.2897
synthetic-large-17281,chart-warm-ui-cpu,14,20.8016
synthetic-large-17281,chart-warm-ui-cpu,15,17.9116
synthetic-large-17281,chart-warm-ui-cpu,16,19.8703
synthetic-large-17281,chart-warm-ui-cpu,17,19.1575
synthetic-large-17281,chart-warm-ui-cpu,18,27.4111
synthetic-large-17281,chart-warm-ui-cpu,19,17.1679
synthetic-large-17281,chart-warm-ui-cpu,20,20.3487
synthetic-large-17281,chart-warm-ui-cpu,21,17.9961
synthetic-large-17281,chart-warm-ui-cpu,22,20.1333
synthetic-large-17281,chart-warm-ui-cpu,23,18.3755
synthetic-large-17281,chart-warm-ui-cpu,24,18.4817
synthetic-large-17281,chart-warm-ui-cpu,25,26.6394
synthetic-large-17281,chart-warm-ui-cpu,26,21.1054
synthetic-large-17281,chart-warm-ui-cpu,27,16.0214
synthetic-large-17281,chart-warm-ui-cpu,28,31.3653
synthetic-large-17281,chart-warm-ui-cpu,29,19.6840
